id,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10
36542,6.719,10.478,0.9,0.333,0.37,-0.081,169.876,10526.074,177.687,0
36543,6.706,10.472,0.899,0.334,0.37,-0.088,172.223,10513.002,176.877,0
36544,6.706,10.472,0.899,0.334,0.37,-0.088,172.223,10513.002,176.877,0
36545,6.706,10.472,0.899,0.334,0.37,-0.088,172.223,10513.002,176.877,0
36546,6.688,10.463,0.889,0.333,0.372,-0.096,173.012,10531.911,177.226,0
36547,6.688,10.463,0.889,0.333,0.372,-0.096,173.012,10531.911,177.226,0
36548,6.688,10.463,0.889,0.333,0.372,-0.096,173.012,10531.911,177.226,0
36549,6.668,10.457,0.883,0.341,0.372,-0.097,173.88,10578.344,177.373,0
36550,6.668,10.457,0.883,0.341,0.372,-0.097,173.88,10578.344,177.373,0
36551,6.668,10.457,0.883,0.341,0.372,-0.097,173.88,10578.344,177.373,0
36552,6.65,10.453,0.873,0.348,0.37,-0.099,170.236,10621.19,176.896,0
36553,6.65,10.453,0.873,0.348,0.37,-0.099,170.236,10621.19,176.896,0
36554,6.65,10.453,0.873,0.348,0.37,-0.099,170.236,10621.19,176.896,0
36555,6.637,10.45,0.87,0.353,0.37,-0.08,172.927,10627.541,176.873,1
36556,6.637,10.45,0.87,0.353,0.37,-0.08,172.927,10627.541,176.873,1
36557,6.637,10.45,0.87,0.353,0.37,-0.08,172.927,10627.541,176.873,1
36558,6.587,10.434,0.868,0.293,0.37,-0.089,174.234,10662.719,177.63,1
36559,6.587,10.434,0.868,0.293,0.37,-0.089,174.234,10662.719,177.63,1
36560,6.587,10.434,0.868,0.293,0.37,-0.089,174.234,10662.719,177.63,1
36561,6.593,10.407,0.871,0.298,0.368,-0.094,169.424,10715.428,177.182,1
36562,6.593,10.407,0.871,0.298,0.368,-0.094,169.424,10715.428,177.182,1
36563,6.593,10.407,0.871,0.298,0.368,-0.094,169.424,10715.428,177.182,1
36564,6.653,10.259,0.881,0.332,0.36,-0.088,170.689,10748.203,177.458,0
36565,6.653,10.259,0.881,0.332,0.36,-0.088,170.689,10748.203,177.458,0
36566,6.653,10.259,0.881,0.332,0.36,-0.088,170.689,10748.203,177.458,0
36567,6.628,10.395,0.888,0.345,0.36,-0.093,172.96,10764.349,177.277,0
36568,6.628,10.395,0.888,0.345,0.36,-0.093,172.96,10764.349,177.277,0
36569,6.628,10.395,0.888,0.345,0.36,-0.093,172.96,10764.349,177.277,0
36570,6.015,9.672,0.762,0.308,0.36,-0.102,172.117,10765.52,175.992,0
36571,6.015,9.672,0.762,0.308,0.36,-0.102,172.117,10765.52,175.992,0
36572,6.015,9.672,0.762,0.308,0.36,-0.102,172.117,10765.52,175.992,0
36573,5.118,8.387,0.624,0.262,0.36,-0.098,168.293,10804.745,176.026,0
36574,5.118,8.387,0.624,0.262,0.36,-0.098,168.293,10804.745,176.026,0
36575,5.118,8.387,0.624,0.262,0.36,-0.098,168.293,10804.745,176.026,0
36576,4.358,7.213,0.534,0.225,0.36,-0.102,170.524,10828.963,176.024,0
36577,4.358,7.213,0.534,0.225,0.36,-0.102,170.524,10828.963,176.024,0
36578,4.358,7.213,0.534,0.225,0.36,-0.102,170.524,10828.963,176.024,0
36579,3.622,6.085,0.452,0.177,0.36,-0.118,171.772,10853.786,175.464,0
36580,3.622,6.085,0.452,0.177,0.36,-0.118,171.772,10853.786,175.464,0
36581,3.622,6.085,0.452,0.177,0.36,-0.118,171.772,10853.786,175.464,1
36582,2.948,5.078,0.382,0.148,0.36,-0.089,173.622,10867.687,175.286,1
36583,2.948,5.078,0.382,0.148,0.36,-0.089,173.622,10867.687,175.286,1
36584,2.948,5.078,0.382,0.148,0.36,-0.089,173.622,10867.687,175.286,1
36585,2.472,4.353,0.342,0.125,0.36,-0.087,170.281,10916.002,174.664,1
36586,2.472,4.353,0.342,0.125,0.36,-0.087,170.281,10916.002,174.664,1
36587,2.472,4.353,0.342,0.125,0.36,-0.087,170.281,10916.002,174.664,1
36588,2.297,3.988,0.352,0.12,0.36,-0.087,173.257,10874.888,173.974,1
36589,2.297,3.988,0.352,0.12,0.36,-0.087,173.257,10874.888,173.974,1
36590,2.297,3.988,0.352,0.12,0.36,-0.087,173.257,10874.888,173.974,0
36591,2.727,4.296,0.444,0.138,0.368,-0.089,174.552,10841.692,174.407,0
36592,2.727,4.296,0.444,0.138,0.368,-0.089,174.552,10841.692,174.407,0
36593,2.727,4.296,0.444,0.138,0.368,-0.089,174.552,10841.692,174.407,0
36594,3.682,5.44,0.57,0.193,0.372,-0.091,171.87,10835.163,173.812,0
36595,3.682,5.44,0.57,0.193,0.372,-0.091,171.87,10835.163,173.812,0
36596,3.682,5.44,0.57,0.193,0.372,-0.091,171.87,10835.163,173.812,0
36597,4.54,6.728,0.658,0.248,0.375,-0.097,168.154,10834.386,172.82,0
36598,4.54,6.728,0.658,0.248,0.375,-0.097,168.154,10834.386,172.82,0
36599,4.54,6.728,0.658,0.248,0.375,-0.097,168.154,10834.386,172.82,0
36600,5.172,7.794,0.713,0.287,0.38,-0.098,169.625,10816.483,172.231,0
36601,5.172,7.794,0.713,0.287,0.38,-0.098,169.625,10816.483,172.231,0
36602,5.172,7.794,0.713,0.287,0.38,-0.098,169.625,10816.483,172.231,0
36603,5.638,8.632,0.752,0.306,0.38,-0.108,174.078,10821.102,171.182,0
36604,5.638,8.632,0.752,0.306,0.38,-0.108,174.078,10821.102,171.182,0
36605,5.638,8.632,0.752,0.306,0.38,-0.108,174.078,10821.102,171.182,0
36606,5.961,9.248,0.773,0.331,0.385,-0.099,169.113,10838.66,171.55,0
36607,5.961,9.248,0.773,0.331,0.385,-0.099,169.113,10838.66,171.55,1
36608,5.961,9.248,0.773,0.331,0.385,-0.099,169.113,10838.66,171.55,1
36609,6.174,9.681,0.788,0.342,0.38,-0.063,171.846,10821.778,170.798,1
36610,6.174,9.681,0.788,0.342,0.38,-0.063,171.846,10821.778,170.798,1
36611,6.174,9.681,0.788,0.342,0.38,-0.063,171.846,10821.778,170.798,1
36612,6.325,9.956,0.802,0.348,0.375,-0.074,170.307,10756.176,170.685,1
36613,6.325,9.956,0.802,0.348,0.375,-0.074,170.307,10756.176,170.685,1
36614,6.325,9.956,0.802,0.348,0.375,-0.074,170.307,10756.176,170.685,1
36615,6.456,10.132,0.818,0.35,0.385,-0.08,172.55,10686.627,170.634,1
36616,6.456,10.132,0.818,0.35,0.385,-0.08,172.55,10686.627,170.634,0
36617,6.456,10.132,0.818,0.35,0.385,-0.08,172.55,10686.627,170.634,0
36618,6.555,10.243,0.842,0.342,0.392,-0.086,170.409,10702.729,170.636,0
36619,6.555,10.243,0.842,0.342,0.392,-0.086,170.409,10702.729,170.636,0
36620,6.555,10.243,0.842,0.342,0.392,-0.086,170.409,10702.729,170.636,0
36621,6.635,10.297,0.865,0.334,0.4,-0.087,170.667,10741.717,170.355,0
36622,6.635,10.297,0.865,0.334,0.4,-0.087,170.667,10741.717,170.355,0
36623,6.635,10.297,0.865,0.334,0.4,-0.087,170.667,10741.717,170.355,0
36624,6.674,10.316,0.879,0.331,0.4,-0.088,172.653,10732.572,170.287,0
36625,6.674,10.316,0.879,0.331,0.4,-0.088,172.653,10732.572,170.287,0
36626,6.674,10.316,0.879,0.331,0.4,-0.088,172.653,10732.572,170.287,0
36627,6.694,10.327,0.892,0.328,0.4,-0.1,170.38,10758.229,168.81,0
36628,6.694,10.327,0.892,0.328,0.4,-0.1,170.38,10758.229,168.81,0
36629,6.694,10.327,0.892,0.328,0.4,-0.1,170.38,10758.229,168.81,0
36630,6.691,10.337,0.9,0.329,0.4,-0.117,170.297,10764.618,168.198,0
36631,6.691,10.337,0.9,0.329,0.4,-0.117,170.297,10764.618,168.198,0
36632,6.691,10.337,0.9,0.329,0.4,-0.117,170.297,10764.618,168.198,0
36633,6.684,10.343,0.899,0.335,0.4,-0.058,173.849,10742.096,167.552,0
36634,6.684,10.343,0.899,0.335,0.4,-0.058,173.849,10742.096,167.552,0
36635,6.684,10.343,0.899,0.335,0.4,-0.058,173.849,10742.096,167.552,0
36636,6.692,10.342,0.908,0.331,0.4,-0.057,175.089,10721.798,166.707,0
36637,6.692,10.342,0.908,0.331,0.4,-0.057,175.089,10721.798,166.707,0
36638,6.692,10.342,0.908,0.331,0.4,-0.057,175.089,10721.798,166.707,0
36639,6.727,10.327,0.929,0.327,0.39,-0.072,170.437,10725.376,166.541,0
36640,6.727,10.327,0.929,0.327,0.39,-0.072,170.437,10725.376,166.541,0
36641,6.727,10.327,0.929,0.327,0.39,-0.072,170.437,10725.376,166.541,0
36642,6.778,10.31,0.955,0.319,0.39,-0.081,170.572,10788.487,166.663,0
36643,6.778,10.31,0.955,0.319,0.39,-0.081,170.572,10788.487,166.663,0
36644,6.778,10.31,0.955,0.319,0.39,-0.081,170.572,10788.487,166.663,0
36645,6.824,10.277,0.978,0.31,0.388,-0.076,173.783,10848.915,166.76,0
36646,6.824,10.277,0.978,0.31,0.388,-0.076,173.783,10848.915,166.76,0
36647,6.824,10.277,0.978,0.31,0.388,-0.076,173.783,10848.915,166.76,0
36648,6.852,10.253,1.002,0.311,0.38,-0.083,175.024,10856.156,167.295,0
36649,6.852,10.253,1.002,0.311,0.38,-0.083,175.024,10856.156,167.295,0
36650,6.852,10.253,1.002,0.311,0.38,-0.083,175.024,10856.156,167.295,0
36651,6.863,10.235,1.014,0.308,0.37,-0.081,170.259,10858.16,167.422,0
36652,6.863,10.235,1.014,0.308,0.37,-0.081,170.259,10858.16,167.422,0
36653,6.863,10.235,1.014,0.308,0.37,-0.081,170.259,10858.16,167.422,0
36654,6.859,10.232,1.02,0.307,0.37,-0.082,174.129,10902.62,167.869,0
36655,6.859,10.232,1.02,0.307,0.37,-0.082,174.129,10902.62,167.869,0
36656,6.859,10.232,1.02,0.307,0.37,-0.082,174.129,10902.62,167.869,0
36657,6.832,10.231,1.019,0.306,0.37,-0.089,172.783,10881.821,168.412,0
36658,6.832,10.231,1.019,0.306,0.37,-0.089,172.783,10881.821,168.412,0
36659,6.832,10.231,1.019,0.306,0.37,-0.089,172.783,10881.821,168.412,0
36660,6.8,10.244,1.015,0.308,0.36,-0.097,173.27,10895.401,167.939,0
36661,6.8,10.244,1.015,0.308,0.36,-0.097,173.27,10895.401,167.939,0
36662,6.8,10.244,1.015,0.308,0.36,-0.097,173.27,10895.401,167.939,0
36663,6.749,10.257,1.004,0.312,0.355,-0.098,169.985,10918.457,166.8,0
36664,6.749,10.257,1.004,0.312,0.355,-0.098,169.985,10918.457,166.8,0
36665,6.749,10.257,1.004,0.312,0.355,-0.098,169.985,10918.457,166.8,0
36666,6.698,10.278,0.983,0.322,0.35,-0.1,174.217,10916.579,166.671,0
36667,6.698,10.278,0.983,0.322,0.35,-0.1,174.217,10916.579,166.671,0
36668,6.698,10.278,0.983,0.322,0.35,-0.1,174.217,10916.579,166.671,0
36669,6.648,10.312,0.962,0.334,0.348,-0.099,174.226,10922.201,166.472,0
36670,6.648,10.312,0.962,0.334,0.348,-0.099,174.226,10922.201,166.472,0
36671,6.648,10.312,0.962,0.334,0.348,-0.099,174.226,10922.201,166.472,0
36672,6.596,10.337,0.941,0.341,0.34,-0.102,170.339,10923.236,166.712,0
36673,6.596,10.337,0.941,0.341,0.34,-0.102,170.339,10923.236,166.712,1
36674,6.596,10.337,0.941,0.341,0.34,-0.102,170.339,10923.236,166.712,1
36675,6.547,10.368,0.919,0.352,0.338,-0.102,171.245,10932.452,166.041,1
36676,6.547,10.368,0.919,0.352,0.338,-0.102,171.245,10932.452,166.041,1
36677,6.547,10.368,0.919,0.352,0.338,-0.102,171.245,10932.452,166.041,1
36678,6.502,10.405,0.895,0.363,0.342,-0.104,171.251,10944.99,165.291,1
36679,6.502,10.405,0.895,0.363,0.342,-0.104,171.251,10944.99,165.291,1
36680,6.502,10.405,0.895,0.363,0.342,-0.104,171.251,10944.99,165.291,1
36681,6.461,10.441,0.873,0.37,0.35,-0.108,173.006,10921.259,165.036,1
36682,6.461,10.441,0.873,0.37,0.35,-0.108,173.006,10921.259,165.036,0
36683,6.461,10.441,0.873,0.37,0.35,-0.108,173.006,10921.259,165.036,0
36684,6.431,10.481,0.849,0.382,0.358,-0.102,171.196,10896.269,165.934,0
36685,6.431,10.481,0.849,0.382,0.358,-0.102,171.196,10896.269,165.934,0
36686,6.431,10.481,0.849,0.382,0.358,-0.102,171.196,10896.269,165.934,0
36687,6.393,10.521,0.828,0.389,0.365,-0.097,170.963,10896.259,165.965,0
36688,6.393,10.521,0.828,0.389,0.365,-0.097,170.963,10896.259,165.965,0
36689,6.393,10.521,0.828,0.389,0.365,-0.097,170.963,10896.259,165.965,0
36690,6.359,10.552,0.807,0.395,0.37,-0.098,172.182,10884.454,166.839,0
36691,6.359,10.552,0.807,0.395,0.37,-0.098,172.182,10884.454,166.839,0
36692,6.359,10.552,0.807,0.395,0.37,-0.098,172.182,10884.454,166.839,0
36693,6.327,10.583,0.786,0.401,0.37,-0.094,172.78,10876.888,166.71,0
36694,6.327,10.583,0.786,0.401,0.37,-0.094,172.78,10876.888,166.71,0
36695,6.327,10.583,0.786,0.401,0.37,-0.094,172.78,10876.888,166.71,0
36696,6.3,10.612,0.769,0.396,0.37,-0.12,168.896,10884.19,166.938,0
36697,6.3,10.612,0.769,0.396,0.37,-0.12,168.896,10884.19,166.938,0
36698,6.3,10.612,0.769,0.396,0.37,-0.12,168.896,10884.19,166.938,0
36699,6.288,10.635,0.753,0.396,0.37,-0.091,169.612,10895.986,166.867,0
36700,6.288,10.635,0.753,0.396,0.37,-0.091,169.612,10895.986,166.867,1
36701,6.288,10.635,0.753,0.396,0.37,-0.091,169.612,10895.986,166.867,1
36702,6.311,10.642,0.751,0.399,0.37,-0.082,170.245,10903.107,167.178,1
36703,6.311,10.642,0.751,0.399,0.37,-0.082,170.245,10903.107,167.178,1
36704,6.311,10.642,0.751,0.399,0.37,-0.082,170.245,10903.107,167.178,1
36705,6.365,10.617,0.758,0.398,0.37,-0.086,167.023,10859.081,166.653,1
36706,6.365,10.617,0.758,0.398,0.37,-0.086,167.023,10859.081,166.653,1
36707,6.365,10.617,0.758,0.398,0.37,-0.086,167.023,10859.081,166.653,1
36708,6.453,10.582,0.781,0.402,0.37,-0.092,170.027,10813.371,166.27,1
36709,6.453,10.582,0.781,0.402,0.37,-0.092,170.027,10813.371,166.27,0
36710,6.453,10.582,0.781,0.402,0.37,-0.092,170.027,10813.371,166.27,0
36711,6.528,10.544,0.806,0.4,0.37,-0.092,168.992,10811.202,165.665,0
36712,6.528,10.544,0.806,0.4,0.37,-0.092,168.992,10811.202,165.665,0
36713,6.528,10.544,0.806,0.4,0.37,-0.092,168.992,10811.202,165.665,0
36714,6.604,10.495,0.828,0.406,0.37,-0.09,173.031,10787.762,165.04,0
36715,6.604,10.495,0.828,0.406,0.37,-0.09,173.031,10787.762,165.04,0
36716,6.604,10.495,0.828,0.406,0.37,-0.09,173.031,10787.762,165.04,0
36717,6.665,10.458,0.848,0.406,0.37,-0.091,169.707,10801.696,164.843,0
36718,6.665,10.458,0.848,0.406,0.37,-0.091,169.707,10801.696,164.843,0
36719,6.665,10.458,0.848,0.406,0.37,-0.091,169.707,10801.696,164.843,0
36720,6.691,10.426,0.863,0.401,0.37,-0.098,169.651,10804.638,164.845,0
36721,6.691,10.426,0.863,0.401,0.37,-0.098,169.651,10804.638,164.845,0
36722,6.691,10.426,0.863,0.401,0.37,-0.098,169.651,10804.638,164.845,0
36723,6.696,10.414,0.869,0.398,0.37,-0.119,173.144,10818.635,165.021,0
36724,6.696,10.414,0.869,0.398,0.37,-0.119,173.144,10818.635,165.021,0
36725,6.696,10.414,0.869,0.398,0.37,-0.119,173.144,10818.635,165.021,0
36726,6.678,10.417,0.869,0.401,0.37,-0.082,170.005,10812.593,164.497,0
36727,6.678,10.417,0.869,0.401,0.37,-0.082,170.005,10812.593,164.497,0
36728,6.678,10.417,0.869,0.401,0.37,-0.082,170.005,10812.593,164.497,0
36729,6.653,10.422,0.865,0.4,0.37,-0.083,170.42,10808.9,163.917,0
36730,6.653,10.422,0.865,0.4,0.37,-0.083,170.42,10808.9,163.917,0
36731,6.653,10.422,0.865,0.4,0.37,-0.083,170.42,10808.9,163.917,0
36732,6.662,10.421,0.868,0.391,0.368,-0.088,169.867,10788.302,163.237,0
36733,6.662,10.421,0.868,0.391,0.368,-0.088,169.867,10788.302,163.237,0
36734,6.662,10.421,0.868,0.391,0.368,-0.088,169.867,10788.302,163.237,0
36735,6.682,10.404,0.87,0.394,0.365,-0.088,171.051,10830.453,163.806,0
36736,6.682,10.404,0.87,0.394,0.365,-0.088,171.051,10830.453,163.806,0
36737,6.682,10.404,0.87,0.394,0.365,-0.088,171.051,10830.453,163.806,1
36738,6.718,10.384,0.878,0.39,0.36,-0.093,170.891,10939.383,163.354,1
36739,6.718,10.384,0.878,0.39,0.36,-0.093,170.891,10939.383,163.354,1
36740,6.718,10.384,0.878,0.39,0.36,-0.093,170.891,10939.383,163.354,1
36741,6.737,10.366,0.88,0.392,0.358,-0.083,170.364,10968.561,163.781,1
36742,6.737,10.366,0.88,0.392,0.358,-0.083,170.364,10968.561,163.781,1
36743,6.737,10.366,0.88,0.392,0.358,-0.083,170.364,10968.561,163.781,1
36744,6.747,10.36,0.88,0.389,0.35,-0.088,171.491,10973.008,163.535,1
36745,6.747,10.36,0.88,0.389,0.35,-0.088,171.491,10973.008,163.535,1
36746,6.747,10.36,0.88,0.389,0.35,-0.088,171.491,10973.008,163.535,0
36747,6.732,10.362,0.88,0.384,0.35,-0.09,170.932,10951.905,164.434,0
36748,6.732,10.362,0.88,0.384,0.35,-0.09,170.932,10951.905,164.434,0
36749,6.732,10.362,0.88,0.384,0.35,-0.09,170.932,10951.905,164.434,0
36750,6.704,10.382,0.877,0.376,0.35,-0.088,169.411,10963.859,165.225,0
36751,6.704,10.382,0.877,0.376,0.35,-0.088,169.411,10963.859,165.225,0
36752,6.704,10.382,0.877,0.376,0.35,-0.088,169.411,10963.859,165.225,0
36753,6.665,10.404,0.868,0.367,0.35,-0.083,170.324,10960.28,165.994,0
36754,6.665,10.404,0.868,0.367,0.35,-0.083,170.324,10960.28,165.994,0
36755,6.665,10.404,0.868,0.367,0.35,-0.083,170.324,10960.28,165.994,0
36756,6.623,10.431,0.857,0.365,0.352,-0.089,174.819,10967.872,166.097,0
36757,6.623,10.431,0.857,0.365,0.352,-0.089,174.819,10967.872,166.097,0
36758,6.623,10.431,0.857,0.365,0.352,-0.089,174.819,10967.872,166.097,0
36759,6.577,10.457,0.842,0.358,0.35,-0.115,173.866,10937.228,166.326,0
36760,6.577,10.457,0.842,0.358,0.35,-0.115,173.866,10937.228,166.326,0
36761,6.577,10.457,0.842,0.358,0.35,-0.115,173.866,10937.228,166.326,0
36762,6.531,10.485,0.828,0.373,0.35,-0.099,171.29,10929.724,165.569,0
36763,6.531,10.485,0.828,0.373,0.35,-0.099,171.29,10929.724,165.569,0
36764,6.531,10.485,0.828,0.373,0.35,-0.099,171.29,10929.724,165.569,0
36765,6.506,10.512,0.812,0.384,0.35,-0.072,171.055,10893.124,165.72,0
36766,6.506,10.512,0.812,0.384,0.35,-0.072,171.055,10893.124,165.72,1
36767,6.506,10.512,0.812,0.384,0.35,-0.072,171.055,10893.124,165.72,1
36768,6.496,10.529,0.801,0.384,0.35,-0.071,172.31,10879.764,165.138,1
36769,6.496,10.529,0.801,0.384,0.35,-0.071,172.31,10879.764,165.138,1
36770,6.496,10.529,0.801,0.384,0.35,-0.071,172.31,10879.764,165.138,1
36771,6.512,10.545,0.799,0.385,0.35,-0.072,169.82,10853.937,164.438,1
36772,6.512,10.545,0.799,0.385,0.35,-0.072,169.82,10853.937,164.438,1
36773,6.512,10.545,0.799,0.385,0.35,-0.072,169.82,10853.937,164.438,1
36774,6.539,10.551,0.793,0.378,0.348,-0.072,168.338,10827.118,164.146,1
36775,6.539,10.551,0.793,0.378,0.348,-0.072,168.338,10827.118,164.146,0
36776,6.539,10.551,0.793,0.378,0.348,-0.072,168.338,10827.118,164.146,0
36777,6.568,10.551,0.795,0.374,0.35,-0.073,172.103,10812.753,164.158,0
36778,6.568,10.551,0.795,0.374,0.35,-0.073,172.103,10812.753,164.158,0
36779,6.568,10.551,0.795,0.374,0.35,-0.073,172.103,10812.753,164.158,0
36780,6.591,10.558,0.798,0.368,0.35,-0.068,171.218,10766.561,164.562,0
36781,6.591,10.558,0.798,0.368,0.35,-0.068,171.218,10766.561,164.562,0
36782,6.591,10.558,0.798,0.368,0.35,-0.068,171.218,10766.561,164.562,0
36783,6.596,10.56,0.798,0.361,0.35,-0.078,169.964,10753.296,165.402,0
36784,6.596,10.56,0.798,0.361,0.35,-0.078,169.964,10753.296,165.402,0
36785,6.596,10.56,0.798,0.361,0.35,-0.078,169.964,10753.296,165.402,0
36786,6.602,10.563,0.794,0.362,0.35,-0.078,172.773,10744.133,165.525,0
36787,6.602,10.563,0.794,0.362,0.35,-0.078,172.773,10744.133,165.525,0
36788,6.602,10.563,0.794,0.362,0.35,-0.078,172.773,10744.133,165.525,0
36789,6.599,10.569,0.788,0.362,0.35,-0.12,173.053,10749.013,165.956,0
36790,6.599,10.569,0.788,0.362,0.35,-0.12,173.053,10749.013,165.956,0
36791,6.599,10.569,0.788,0.362,0.35,-0.12,173.053,10749.013,165.956,0
36792,6.581,10.573,0.778,0.364,0.35,-0.081,171.06,10768.255,167.346,0
36793,6.581,10.573,0.778,0.364,0.35,-0.081,171.06,10768.255,167.346,0
36794,6.581,10.573,0.778,0.364,0.35,-0.081,171.06,10768.255,167.346,1
36795,6.579,10.576,0.774,0.373,0.35,-0.059,168.593,10807.498,167.585,1
36796,6.579,10.576,0.774,0.373,0.35,-0.059,168.593,10807.498,167.585,1
36797,6.579,10.576,0.774,0.373,0.35,-0.059,168.593,10807.498,167.585,1
36798,6.602,10.568,0.777,0.382,0.35,-0.06,170.563,10746.896,167.996,1
36799,6.602,10.568,0.777,0.382,0.35,-0.06,170.563,10746.896,167.996,1
36800,6.602,10.568,0.777,0.382,0.35,-0.06,170.563,10746.896,167.996,1
36801,6.651,10.542,0.777,0.391,0.35,-0.059,174.97,10727.057,167.657,1
36802,6.651,10.542,0.777,0.391,0.35,-0.059,174.97,10727.057,167.657,1
36803,6.651,10.542,0.777,0.391,0.35,-0.059,174.97,10727.057,167.657,0
36804,6.721,10.498,0.79,0.387,0.35,-0.062,166.598,10743.775,168.303,0
36805,6.721,10.498,0.79,0.387,0.35,-0.062,166.598,10743.775,168.303,0
36806,6.721,10.498,0.79,0.387,0.35,-0.062,166.598,10743.775,168.303,0
36807,6.788,10.457,0.801,0.394,0.35,-0.058,169.665,10770.489,168.288,0
36808,6.788,10.457,0.801,0.394,0.35,-0.058,169.665,10770.489,168.288,0
36809,6.788,10.457,0.801,0.394,0.35,-0.058,169.665,10770.489,168.288,0
36810,6.841,10.421,0.812,0.395,0.35,-0.072,169.987,10790.679,168.453,0
36811,6.841,10.421,0.812,0.395,0.35,-0.072,169.987,10790.679,168.453,0
36812,6.841,10.421,0.812,0.395,0.35,-0.072,169.987,10790.679,168.453,0
36813,6.871,10.387,0.817,0.394,0.358,-0.08,171.469,10820.423,167.535,0
36814,6.871,10.387,0.817,0.394,0.358,-0.08,171.469,10820.423,167.535,0
36815,6.871,10.387,0.817,0.394,0.358,-0.08,171.469,10820.423,167.535,0
36816,6.871,10.371,0.82,0.397,0.36,-0.102,165.054,10825.444,168.054,0
36817,6.871,10.371,0.82,0.397,0.36,-0.102,165.054,10825.444,168.054,0
36818,6.871,10.371,0.82,0.397,0.36,-0.102,165.054,10825.444,168.054,0
36819,6.858,10.375,0.818,0.399,0.36,-0.093,166.958,10796.264,168.277,0
36820,6.858,10.375,0.818,0.399,0.36,-0.093,166.958,10796.264,168.277,0
36821,6.858,10.375,0.818,0.399,0.36,-0.093,166.958,10796.264,168.277,1
36822,6.834,10.392,0.811,0.391,0.36,-0.059,168.851,10791.66,168.088,1
36823,6.834,10.392,0.811,0.391,0.36,-0.059,168.851,10791.66,168.088,1
36824,6.834,10.392,0.811,0.391,0.36,-0.059,168.851,10791.66,168.088,1
36825,6.818,10.415,0.81,0.39,0.355,-0.06,165.156,10739.042,167.299,1
36826,6.818,10.415,0.81,0.39,0.355,-0.06,165.156,10739.042,167.299,1
36827,6.818,10.415,0.81,0.39,0.355,-0.06,165.156,10739.042,167.299,1
36828,6.812,10.431,0.81,0.371,0.358,-0.068,164.875,10691.222,168.046,1
36829,6.812,10.431,0.81,0.371,0.358,-0.068,164.875,10691.222,168.046,1
36830,6.812,10.431,0.81,0.371,0.358,-0.068,164.875,10691.222,168.046,0
36831,6.828,10.438,0.818,0.352,0.362,-0.073,166.597,10679.723,167.57,0
36832,6.828,10.438,0.818,0.352,0.362,-0.073,166.597,10679.723,167.57,0
36833,6.828,10.438,0.818,0.352,0.362,-0.073,166.597,10679.723,167.57,0
36834,6.773,10.439,0.82,0.288,0.37,-0.074,168.361,10715.775,167.522,0
36835,6.773,10.439,0.82,0.288,0.37,-0.074,168.361,10715.775,167.522,0
36836,6.773,10.439,0.82,0.288,0.37,-0.074,168.361,10715.775,167.522,0
36837,6.804,10.385,0.83,0.302,0.37,-0.072,165.877,10697.718,167.577,0
36838,6.804,10.385,0.83,0.302,0.37,-0.072,165.877,10697.718,167.577,0
36839,6.804,10.385,0.83,0.302,0.37,-0.072,165.877,10697.718,167.577,0
36840,6.85,10.284,0.845,0.328,0.37,-0.076,169.289,10720.298,166.948,0
36841,6.85,10.284,0.845,0.328,0.37,-0.076,169.289,10720.298,166.948,0
36842,6.85,10.284,0.845,0.328,0.37,-0.076,169.289,10720.298,166.948,0
36843,6.754,10.381,0.835,0.336,0.38,-0.112,166.909,10743.662,167.47,0
36844,6.754,10.381,0.835,0.336,0.38,-0.112,166.909,10743.662,167.47,0
36845,6.754,10.381,0.835,0.336,0.38,-0.112,166.909,10743.662,167.47,0
36846,6.022,9.513,0.702,0.298,0.378,-0.085,170.306,10776.792,168.9,0
36847,6.022,9.513,0.702,0.298,0.378,-0.085,170.306,10776.792,168.9,1
36848,6.022,9.513,0.702,0.298,0.378,-0.085,170.306,10776.792,168.9,1
36849,5.146,8.275,0.584,0.253,0.378,-0.05,168.24,10963.984,168.462,1
36850,5.146,8.275,0.584,0.253,0.378,-0.05,168.24,10963.984,168.462,1
36851,5.146,8.275,0.584,0.253,0.378,-0.05,168.24,10963.984,168.462,1
36852,4.362,7.092,0.498,0.212,0.37,-0.051,165.636,11068.541,168.135,1
36853,4.362,7.092,0.498,0.212,0.37,-0.051,165.636,11068.541,168.135,1
36854,4.362,7.092,0.498,0.212,0.37,-0.051,165.636,11068.541,168.135,1
36855,3.614,5.968,0.42,0.172,0.365,-0.058,170.892,11225.499,168.262,1
36856,3.614,5.968,0.42,0.172,0.365,-0.058,170.892,11225.499,168.262,0
36857,3.614,5.968,0.42,0.172,0.365,-0.058,170.892,11225.499,168.262,0
36858,2.955,5.002,0.361,0.141,0.37,-0.064,171.084,11408.509,168.275,0
36859,2.955,5.002,0.361,0.141,0.37,-0.064,171.084,11408.509,168.275,0
36860,2.955,5.002,0.361,0.141,0.37,-0.064,171.084,11408.509,168.275,0
36861,2.517,4.322,0.335,0.116,0.37,-0.059,166.086,11548.644,169.088,0
36862,2.517,4.322,0.335,0.116,0.37,-0.059,166.086,11548.644,169.088,0
36863,2.517,4.322,0.335,0.116,0.37,-0.059,166.086,11548.644,169.088,0
36864,2.421,4.021,0.368,0.109,0.37,-0.058,168.705,11649.613,170.356,0
36865,2.421,4.021,0.368,0.109,0.37,-0.058,168.705,11649.613,170.356,0
